INV_NO;DEPTO;OFICINA_NO;AUXILIAR;PARTIDA_NO;COD_ENTIDAD;COD_ANTIGUO;SERIE;DESCRIPCION;ESTADO;GEOGRAFICA;ESPECIFICA;EMP_NO;PROCEDENCIA;FECHA_INGRESO;OBSERVACIONES
AF-97;LA PAZ;OF-12;TECLADO;PART-06;21110100002;CNE-FTC-1612;CN-ODJ415-71616-954-02UF;TECLADO MARCA DELL MOD. SK-8115 C.NEGRO;REGULAR;PLAZA LIBERTAD;OPERACIONES MESA Nº 2;E-05;ENTIDAD;31/3/2015;-
AF-98;LA PAZ;OF-12;TRIPODE;PART-01;21110100002;SIN CODIGO;-;TRIPODE METALICO PARA CAMARA DIGITAL;REGULAR;PLAZA LIBERTAD;OPERACIONES MESA Nº 2;E-05;ENTIDAD;31/3/2015;-
AF-99;LA PAZ;OF-12;UPS;PART-05;21105080003;SEP-UP-013;110324-0690205;UPS MARCA CDP DIGITAL MOD. 8-SWART7061 C. NEGRO;REGULAR;PLAZA LIBERTAD;OPERACIONES MESA Nº 2;E-05;ENTIDAD;31/3/2015;-
AF-100;LA PAZ;OF-12;CPU;PART-05;20305020046;01.13.04.0611;-;CPU MARCA GABA C. BLANCO;REGULAR;PLAZA LIBERTAD;INICIO DE TRAMITE;E-06;POL;31/3/2015;-
AF-101;LA PAZ;OF-12;MONITOR;PART-05;20305010067;012704-1059;CNK5311VB0;MONITOR LCD  MARCA HP MOD. HP 1955;REGULAR;PLAZA LIBERTAD;INICIO DE TRAMITE;E-07;ENTIDAD;31/3/2015;-
AF-102;LA PAZ;OF-12;MOUSE;PART-06;SIN CODIGO;SIN CODIGO;-;MOUSE MARCA EBIT;REGULAR;PLAZA LIBERTAD;INICIO DE TRAMITE;E-08;POL;31/3/2015;-
AF-103;LA PAZ;OF-12;SILLA;PART-01;20301040202;SIN CODIGO;-;SILLAS GIRATORIAS TAPIZ NEGRO CON APOYA BRAZOS;BUENO;PLAZA LIBERTAD;INICIO DE TRAMITE;E-09;ENTIDAD;31/3/2015;-
AF-104;LA PAZ;OF-12;TECLADO;PART-06;21106020001;PCDDDI074037;-;TECLADO MARCA NARA MOD. DK-2288;REGULAR;PLAZA LIBERTAD;INICIO DE TRAMITE;E-10;POL;31/3/2015;-
AF-105;LA PAZ;OF-12;UPS;PART-05;21105080004;SEP-UP-014;110324-0690150;UPS MARCA CDP DIGITAL MOD. 8-SWART7061 C. NEGRO;REGULAR;PLAZA LIBERTAD;INICIO DE TRAMITE;E-11;ENTIDAD;31/3/2015;-
AF-106;LA PAZ;OF-12;ESCANERS;PART-05;21105040001;01-111-4312-05-0079;CN53GT0321;ESCANER MARCA HP MOD. SCANJET 8250;REGULAR;PLAZA LIBERTAD;DIGITALIZACIÓN;E-06;PCG;31/3/2015;-
AF-107;LA PAZ;OF-12;LAPTOP;PART-05;SIN CODIGO;01-111-4312-01-0564;416DYJ1;LAPTOP MARCA DELL INSPIRON MOD. PP41L;REGULAR;PLAZA LIBERTAD;DIGITALIZACIÓN;E-06;PCG;31/3/2015;-
AF-108;LA PAZ;OF-12;MESA;PART-01;SIN CODIGO;23.01.02.0013;-;MESA DE MADERA C. CAFÉ;BUENO;PLAZA LIBERTAD;DIGITALIZACIÓN;E-06;POL;31/3/2015;-
AF-109;LA PAZ;OF-12;MOUSE;PART-06;SIN CODIGO;SIN CODIGO;118268801296.;MOUSE MARCA GENIUS MOD. GM-03023A;REGULAR;PLAZA LIBERTAD;DIGITALIZACIÓN;E-06;POL;31/3/2015;-
AF-110;LA PAZ;OF-12;SILLA;PART-01;20301040154;SIN CODIGO;-;SILLAS GIRATORIAS TAPIZ NEGRO CON APOYA BRAZOS;BUENO;PLAZA LIBERTAD;DIGITALIZACIÓN;E-06;ENTIDAD;31/3/2015;-
AF-111;LA PAZ;OF-12;SILLA;PART-01;20301040182;SIN CODIGO;-;SILLAS GIRATORIAS TAPIZ NEGRO CON APOYA BRAZOS;BUENO;PLAZA LIBERTAD;DIGITALIZACIÓN;E-06;ENTIDAD;31/3/2015;-
AF-112;LA PAZ;OF-12;CAMARA FOTOGRAFICA;PART-03;21110100001;CNE-FCD-1614;CAM;CAMARA DIGITAL MARCA CANON MOD. SX110IS;REGULAR;PLAZA LIBERTAD;OPERACIONES MESA Nº 1;E-09;ENTIDAD;31/3/2015;-
AF-113;LA PAZ;OF-12;CPU;PART-05;21110100001;CNE-FPC-1614;-;CPU MARCA DELL INTEL CORE 2 DUO 3M E7000, MEMORIA RAM. 2GB D. DURO 160 GB. MOD. OPTIPLEX 360;REGULAR;PLAZA LIBERTAD;OPERACIONES MESA Nº 1;E-09;ENTIDAD;31/3/2015;-
AF-114;LA PAZ;OF-12;HUBS;PART-02;21110100001;CNE-FHD-1612;0U93USA1G00716;HUB USB MARCA IOGEAR MOD. GUH285 DE 4 PUERTOS DE ALIMENTACION;REGULAR;PLAZA LIBERTAD;OPERACIONES MESA Nº 1;E-09;ENTIDAD;31/3/2015;-
AF-115;LA PAZ;OF-12;IMPRESORA;PART-05;20505050410;SIN CODIGO;S6BK054519;IMPRESORA MARCA EPSON EXPRESSION MOD. XP-211;BUENO;PLAZA LIBERTAD;OPERACIONES MESA Nº 1;E-09;ENTIDAD;31/3/2015;-
AF-116;LA PAZ;OF-12;MONITOR;PART-05;21110100001;CNE-FMT-1573;CN-0Y858D-72872-966-149I;"MONITOR MARCA DELL LCD DE 19"" MOD. E1909Wf";REGULAR;PLAZA LIBERTAD;OPERACIONES MESA Nº 1;E-09;ENTIDAD;31/3/2015;-
AF-117;LA PAZ;OF-12;MOUSE;PART-06;SIN CODIGO;SIN CODIGO;I0W01DVD;MOUSE MARCA DELL MOD. DP/N:0XN967;REGULAR;PLAZA LIBERTAD;OPERACIONES MESA Nº 1;E-09;ENTIDAD;31/3/2015;-
AF-118;LA PAZ;OF-12;FUNJIBLE;PART-06;21110100001;CNE-FRG-1614;-;REGULADOR DE VOLTAJE  MARCA OMEGA MOD. PCG1200;REGULAR;PLAZA LIBERTAD;OPERACIONES MESA Nº 1;E-09;ENTIDAD;31/3/2015;-
AF-119;LA PAZ;OF-12;SILLA;PART-01;20301040200;SIN CODIGO;-;SILLA GIRATORIA TAPIZ NEGRO CON APOYA BRAZOS;BUENO;PLAZA LIBERTAD;OPERACIONES MESA Nº 1;E-09;ENTIDAD;31/3/2015;-
AF-120;LA PAZ;OF-12;TRIPODE;PART-01;21110100001;SIN CODIGO;-;TRIPODE METALICO PARA CAMARA DIGITAL;REGULAR;PLAZA LIBERTAD;OPERACIONES MESA Nº 1;E-09;ENTIDAD;31/3/2015;-
AF-121;LA PAZ;OF-12;UPS;PART-05;21105080002;SIN CODIGO;110324-0690151;UPS MARCA CDP DIGITAL MOD. 8-SWART7061 C. NEGRO;REGULAR;PLAZA LIBERTAD;OPERACIONES MESA Nº 1;E-09;ENTIDAD;31/3/2015;-
AF-122;LA PAZ;OF-12;TECLADO;PART-06;21110100001;CNE-FPC-1614;CN-0DJ415-71616-954-049U;TECLADO MARCA DELL MOD. SK-8115 C.NEGRO;REGULAR;PLAZA LIBERTAD;OPERACIONES MESA Nº 1;E-09;ENTIDAD;31/3/2015;-
AF-123;LA PAZ;OF-12;GABINETE;PART-01;21101150001;SIN CODIGO;SIN SERIE;GABINETE METALICO MARCA ROWLAND C. NEGRO;REGULAR;PLAZA LIBERTAD;ARCHIVO;E-08;ENTIDAD;31/3/2015;-
AF-124;LA PAZ;OF-12;TECLADO;PART-06;20306020060;SIN CODIGO;WE9392013274;TECLADO MARCA GENIUS MOD. K639;MALO;PLAZA LIBERTAD;JEFATURA;E-08;POL;31/3/2015;PARA DAR DE BAJA
AF-125;LA PAZ;OF-12;FUNJIBLE;PART-06;SIN CODIGO;SIN CODIGO;-;CABLE EXTENCION DE 6 MTS. C. AMARILLO;REGULAR;PLAZA LIBERTAD;ARCHIVO;E-08;ENTIDAD;31/3/2015;-
AF-126;LA PAZ;OF-12;FUNJIBLE;PART-06;SIN CODIGO;SIN CODIGO;-;CABLE EXTENCION DE 6 MTS. C. AMARILLO;REGULAR;PLAZA LIBERTAD;ARCHIVO;E-08;ENTIDAD;31/3/2015;-
AF-127;LA PAZ;OF-12;CPU;PART-05;20305020052;01-13-04-0613;-;CPU MARCA GABA C. BLANCO;REGULAR;PLAZA LIBERTAD;JEFATURA;E-08;POL;31/3/2015;PARA DAR DE BAJA
AF-128;LA PAZ;OF-12;CPU;PART-05;20505020166;SIN CODIGO;-;CPU MARCA SURE MOD. SURE CON LECTOR DVD;REGULAR;PLAZA LIBERTAD;JEFATURA;E-08;ENTIDAD;31/3/2015;-
AF-129;LA PAZ;OF-12;GAVETEROS;PART-05;SIN CODIGO;SIN CODIGO;-;GAVETERO DE MADERA DE 21 GAVETAS C. CAFÉ;REGULAR;PLAZA LIBERTAD;ARCHIVO;E-08;POL;31/3/2015;-
AF-130;LA PAZ;OF-12;GAVETEROS;PART-05;SIN CODIGO;SIN CODIGO;-;GAVETERO DE MADERA DE 28 GAVETAS C. CAFÉ;REGULAR;PLAZA LIBERTAD;ARCHIVO;E-08;POL;31/3/2015;-
AF-131;LA PAZ;OF-12;IMPRESORA;PART-05;20505050169;SIN CODIGO;ME6Z183552;IMPRESORA MARCA EPSON MOD. STYLUS T25;BUENO;PLAZA LIBERTAD;JEFATURA;E-08;ENTIDAD;31/3/2015;-
AF-132;LA PAZ;OF-12;LAPTOP;PART-05;21105030001;01-111-4312-01-0490;LXPAJOXO41917167642000;LAPTOP MARCA ACER ASPIRE MOD. MS2264;REGULAR;PLAZA LIBERTAD;JEFATURA;E-08;PCG;31/3/2015;-
AF-133;LA PAZ;OF-12;MONITOR;PART-05;21105010001;PCGDN1030012;-;MONITOR LCD MARCA NARA MOD. HF-154B;REGULAR;PLAZA LIBERTAD;JEFATURA;E-08;POL;31/3/2015;-
AF-134;LA PAZ;OF-12;MONITOR;PART-05;20505010171;SIN CODIGO;19C150F;MONITOR LCD MARCA SAMSUNG S19C150F;REGULAR;PLAZA LIBERTAD;JEFATURA;E-08;POL;31/3/2015;-
AF-135;LA PAZ;OF-12;MOUSE;PART-06;SIN CODIGO;SIN CODIGO;114800202966.;MOUSE MARCA GENIUS MOD. GM-03023A;REGULAR;PLAZA LIBERTAD;JEFATURA;E-08;ENTIDAD;31/3/2015;-
AF-136;LA PAZ;OF-12;MOUSE;PART-06;SIN CODIGO;SIN CODIGO;118268801284.;MOUSE MARCA GENIUS MOD. GM-03023A;REGULAR;PLAZA LIBERTAD;JEFATURA;E-08;ENTIDAD;31/3/2015;-
AF-137;LA PAZ;OF-12;MOUSE;PART-06;SIN CODIGO;SIN CODIGO;118268801320.;MOUSE MARCA GENIUS MOD. GM-03023A;REGULAR;PLAZA LIBERTAD;JEFATURA;E-08;ENTIDAD;31/3/2015;-
AF-138;LA PAZ;OF-12;MOUSE;PART-06;SIN CODIGO;PCGDNI030016;-;MOUSE MARCA NARA;REGULAR;PLAZA LIBERTAD;JEFATURA;E-08;POL;31/3/2015;PARA DAR DE BAJA
AF-139;LA PAZ;OF-12;MOUSE;PART-06;20506030197;SIN CODIGO;-;MOUSE MARCA SURE MOD. SURE;REGULAR;PLAZA LIBERTAD;JEFATURA;E-08;ENTIDAD;31/3/2015;-
AF-140;LA PAZ;OF-12;PACH PANEL;PART-02;21102130001;SIN CODIGO;-;PACH PANEL DE 24 PUERTOS MARCA ROWLAND;REGULAR;PLAZA LIBERTAD;ARCHIVO;E-08;ENTIDAD;31/3/2015;-
AF-141;LA PAZ;OF-12;REGISTRO BIOMETRICO;PART-06;20306120008;SIN CODIGO;-;REGISTRO PERSONAL MARCA ZKSOFTWARE MOD. ICLOCK700;BUENO;PLAZA LIBERTAD;DIGITALIZACIÓN;E-08;ENTIDAD;31/3/2015;-
AF-142;LA PAZ;OF-12;ROUTERS;PART-02;SIN CODIGO;SIN CODIGO;FTX154984CN;ROUTER MARCA CISCO MOD. 800 SERIES;REGULAR;PLAZA LIBERTAD;ARCHIVO;E-08;ENTIDAD;31/3/2015;-
AF-143;LA PAZ;OF-12;SILLA;PART-01;20301040202;SIN CODIGO;-;SILLA DE MADERA CON TAPIZ DE TELA C. GUINDO;BUENO;PLAZA LIBERTAD;JEFATURA;E-08;POL;31/3/2015;NUEVO INGRESO
AF-144;LA PAZ;OF-12;SILLA;PART-01;20301040177;SIN CODIGO;-;SILLA GIRATORIA TAPIZ NEGRO CON APOYA BRAZOS;BUENO;PLAZA LIBERTAD;JEFATURA;E-08;ENTIDAD;31/3/2015;-
AF-145;LA PAZ;OF-12;SWITCH;PART-02;21102080001;SIN CODIGO;11467500657;SWITCH DE 24 PUERTOS MARCA TP-LINK MOD. TL-SF1024;REGULAR;PLAZA LIBERTAD;ARCHIVO;E-08;ENTIDAD;31/3/2015;-
AF-146;LA PAZ;OF-12;TECLADO;PART-06;20506020159;SIN CODIGO;-;TECLADO MARCA SURE MOD. SURE KB578;REGULAR;PLAZA LIBERTAD;JEFATURA;E-08;ENTIDAD;31/3/2015;-
AF-147;LA PAZ;OF-01;UPS;PART-05;21105080001;SEP-UP-011;110324-0690152;UPS MARCA CDP DIGITAL MOD. 8-SWART7061 C. NEGRO;MALO;CALLE BOLIVAR S/N;4 PISO;E-08;ENTIDAD;31/3/2015;SOPORTE DDLP
AF-148;LA PAZ;OF-08;SILLA;PART-01;20301040151;SIN CODIGO;-;SILLA GIRATORIA SEMI EJECUTIVO CON APOYA BRAZOS Y TAPIZ DE TELA C. NEGRO;BUENO;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-10;ENTIDAD;31/3/2015;-
AF-149;LA PAZ;OF-08;ESCRITORIO;PART-01;20601010033;112002-0069;-;ESCRITORIO DE MADERA 3 CAJONES  120X63X82 CM.C. CAFE;BUENO;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-10;POL;31/3/2015;-
AF-150;LA PAZ;OF-08;ESCRITORIO;PART-01;20601010034;SIN CODIGO;-;ESCRITORIO DE MADERA 4 CAJONES 100X56X78 CM.C. CAFE;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-10;POL;31/3/2015;-
AF-151;LA PAZ;OF-08;ESCRITORIO;PART-01;20601010035;CNRA-26-04;-;ESCRITORIO DE MADERA DE 7 CAJONES CON TAPA DE CUERINA 160X88X80 CM.C. ROJO CAFÉ;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-10;POL;31/3/2015;-
AF-152;LA PAZ;OF-08;SILLA;PART-01;20601030076;SIN CODIGO;-;SILLA DE MADERA CON TAPIZ TELA C. CAFÉ Y GUINDO;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-10;POL;31/3/2015;-
AF-153;LA PAZ;OF-08;SILLA;PART-01;20601030111;110602-0945;-;SILLA DE MADERA CON TAPIZ  C. ROJO Y BLANCO;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-10;POL;31/3/2015;-
AF-154;LA PAZ;OF-08;SILLA;PART-01;20601030113;SIN CODIGO;-;SILLA DE MADERA C. CAFÉ;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-10;POL;31/3/2015;-
AF-155;LA PAZ;OF-08;MESA;PART-01;20601060003;200702-0107;-;MESA AUXILIAR DE MADERA 70X70X77 CM.C. ROBLE;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-10;POL;31/3/2015;-
AF-156;LA PAZ;OF-08;MESA;PART-01;20601060028;SIN CODIGO;-;MESA DE MADERA 70X55X78 CM.C. CAFÉ;MALO;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-10;POL;31/3/2015;-
AF-157;LA PAZ;OF-08;MESA;PART-01;20601060047;010602-1159;-;MESA PARA COMPUTADORA 60X47X75 CM.C. ROBLE;MALO;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-10;POL;31/3/2015;-
AF-158;LA PAZ;OF-08;LAPTOP;PART-05;20605030019;06-114-4312-01-0057;CND7443D1W;LAPTOP M. HP PLOMO MOD. 530;MALO;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-10;PCG;31/3/2015;SIN REGISTRO EN EL SIAF
AF-159;LA PAZ;OF-08;ESCANERS;PART-05;20605040005;01-111-4312-05-0101;CN4BUT0203;ESCANER M. HP PLOMO SCANJET 8250;MALO;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-10;PCG;31/3/2015;CON REGISTRO EN EL SIAF
AF-160;LA PAZ;OF-08;MESA;PART-01;SIN CODIGO;SIN CODIGO;-;MESA DE 2 DIVISIONES C. ROBLE 69X37X75;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-10;POL;31/3/2015;-
AF-161;LA PAZ;OF-08;SILLA;PART-01;20301030434;SIN CODIGO;-;SILLA FIJA CON TAPIZ DE TELA  C. NEGRO;BUENO;AV. JUAN PABLO II;SANEAMIENTO;E-11;ENTIDAD;31/3/2015;-
AF-162;LA PAZ;OF-08;SILLA;PART-01;20301040161;SIN CODIGO;-;SILLA GIRATORIA SEMI EJECUTIVO CON APOYA BRAZOS Y TAPIZ DE TELA C. NEGRO;BUENO;AV. JUAN PABLO II;SANEAMIENTO;E-11;ENTIDAD;31/3/2015;-
AF-163;LA PAZ;OF-13;LAPTOP;PART-05;20605030013;02-114-4312-01-0183;CND7443DKD;LAPTOP MARCA HP MOD. 530;REGULAR;CALLE BOLIVAR S/N;ACTIVOS FIJOS;E-11;PCG;18/6/2015;SIN REGISTRO EN EL SIAF
AF-164;LA PAZ;OF-08;MESA;PART-01;20301060159;MT-001;-;MESA DE TRABAJO Nº4 CON 1 CAJONERA AZUL BEIGE;BUENO;AV. JUAN PABLO II;SANEAMIENTO;E-11;ENTIDAD;31/3/2015;-
AF-165;LA PAZ;OF-08;SILLA;PART-01;20301040180;SIN CODIGO;-;SILLA GIRATORIA SEMI EJECUTIVO CON APOYA BRAZOS Y TAPIZ DE TELA C. NEGRO;BUENO;AV. JUAN PABLO II;SANEAMIENTO;E-12;ENTIDAD;31/3/2015;-
AF-166;LA PAZ;OF-13;LAPTOP;PART-05;20605030021;02-114-4312-01-0184;CND7443KQ1;LAPTOP MARCA HP MOD. 530;MALO;CALLE BOLIVAR S/N;ACTIVOS FIJOS;E-12;PCG;18/6/2015;SIN REGISTRO EN EL SIAF
AF-167;LA PAZ;OF-08;MESA;PART-01;20301060160;MT-002;-;MESA DE TRABAJO Nº4 CON 1 CAJONERA C. AZUL BEIGE;BUENO;AV. JUAN PABLO II;SANEAMIENTO;E-12;ENTIDAD;31/3/2015;-
AF-168;LA PAZ;OF-08;SILLA;PART-01;20301040159;SIN CODIGO;-;SILLA GIRATORIA SEMI EJECUTIVO CON APOYA BRAZOS Y TAPIZ DE TELA C. NEGRO;BUENO;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;ENTIDAD;31/3/2015;-
AF-169;LA PAZ;OF-08;ESCRITORIO;PART-01;20601010032;SIN CODIGO;-;ESCRITORIO DE MADERA 4 CAJONES  110X60X80 CM.C. CAFE;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;POL;31/3/2015;-
AF-170;LA PAZ;OF-08;GAVETERO;PART-01;20601020006;SIN CODIGO;-;GAVETERO DE MADERA DE 35 CAJONES 58 X 45 X 97C. CAFÉ;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;POL;31/3/2015;-
AF-171;LA PAZ;OF-08;GAVETERO;PART-01;20601020007;SIN CODIGO;-;GAVETERO DE MADERA DE 35 CAJONES 58 X 45 X 97C. CAFÉ;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;POL;31/3/2015;-
AF-172;LA PAZ;OF-08;GAVETERO;PART-01;20601020008;SIN CODIGO;-;GAVETERO DE MADERA DE 35 CAJONES 58 X 45 X 97C. CAFÉ;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;POL;31/3/2015;-
AF-173;LA PAZ;OF-08;GAVETERO;PART-01;20601020009;SIN CODIGO;-;GAVETERO DE MADERA DE 35 CAJONES 58 X 45 X 97C. CAFÉ;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;POL;31/3/2015;-
AF-174;LA PAZ;OF-08;GAVETERO;PART-01;20601020010;SIN CODIGO;-;GAVETERO DE MADERA DE 35 CAJONES 58 X 45 X 97C. CAFÉ;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;POL;31/3/2015;-
AF-175;LA PAZ;OF-08;GAVETERO;PART-01;20601020011;RA31063;-;GAVETERO METALICO DE 18 CAJONES 60 X 50 X 1.50C. VERDE;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;POL;31/3/2015;-
AF-176;LA PAZ;OF-08;GAVETERO;PART-01;20601020012;RA31074;-;GAVETERO METALICO DE 18 CAJONES 60 X 50 X 1.50C. VERDE;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;POL;31/3/2015;-
AF-177;LA PAZ;OF-08;GAVETERO;PART-01;20601020014;RA31128;-;GAVETERO METALICO DE 18 CAJONES 60 X 50 X 1.50C. VERDE;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;POL;31/3/2015;-
AF-178;LA PAZ;OF-08;GAVETERO;PART-01;20601020015;RA31116;-;GAVETERO METALICO DE 18 CAJONES 60 X 50 X 1.50C. VERDE;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;POL;31/3/2015;-
AF-179;LA PAZ;OF-08;GAVETERO;PART-01;20601020016;SIN CODIGO;-;GAVETERO METALICO DE 18 CAJONES 60 X 50 X 1.50C. VERDE;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;POL;31/3/2015;-
AF-180;LA PAZ;OF-08;GAVETERO;PART-01;20601020017;SIN CODIGO;-;GAVETERO METALICO DE 18 CAJONES 60 X 50 X 1.50C. VERDE;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;POL;31/3/2015;-
AF-181;LA PAZ;OF-08;GAVETERO;PART-01;20601020018;112702-0889;-;GAVETERO METALICO DE 18 CAJONES 60 X 50 X 1.50C. VERDE;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;POL;31/3/2015;-
AF-182;LA PAZ;OF-08;GAVETERO;PART-01;20601020019;RA31066;-;GAVETERO METALICO DE 18 CAJONES 60 X 50 X 1.50C. VERDE;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;POL;31/3/2015;-
AF-183;LA PAZ;OF-08;GAVETERO;PART-01;20601020020;RA31120;-;GAVETERO METALICO DE 18 CAJONES 60 X 50 X 1.50C. VERDE;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;POL;31/3/2015;-
AF-184;LA PAZ;OF-08;GAVETERO;PART-01;20601020021;RA31119;-;GAVETERO METALICO DE 18 CAJONES 60 X 50 X 1.50C. VERDE;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;POL;31/3/2015;-
AF-185;LA PAZ;OF-08;GAVETERO;PART-01;20601020022;RA31118;-;GAVETERO METALICO DE 18 CAJONES 60 X 50 X 1.50C. VERDE;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;POL;31/3/2015;-
AF-186;LA PAZ;OF-08;GAVETERO;PART-01;20601020023;112702-0901;-;GAVETERO METALICO DE 18 CAJONES 60 X 50 X 1.50C. VERDE;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;POL;31/3/2015;-
AF-187;LA PAZ;OF-08;GAVETERO;PART-01;20601020024;SIN CODIGO;-;GAVETERO METALICO DE 18 CAJONES 60 X 50 X 1.50C. VERDE;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;POL;31/3/2015;-
AF-188;LA PAZ;OF-08;GAVETERO;PART-01;20601020025;RA31065;-;GAVETERO METALICO DE 18 CAJONES 60 X 50 X 1.50C. VERDE;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;POL;31/3/2015;-
AF-189;LA PAZ;OF-08;GAVETERO;PART-01;20601020026;RA31127;-;GAVETERO METALICO DE 18 CAJONES 60 X 50 X 1.50C. VERDE;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;POL;31/3/2015;-
AF-190;LA PAZ;OF-08;GAVETERO;PART-01;20601020027;RA31070;-;GAVETERO METALICO DE 18 CAJONES 60 X 50 X 1.50C. VERDE;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;POL;31/3/2015;-
AF-191;LA PAZ;OF-08;GAVETERO;PART-01;20601020028;RA31123;-;GAVETERO METALICO DE 18 CAJONES 60 X 50 X 1.50C. VERDE;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;POL;31/3/2015;-
AF-192;LA PAZ;OF-08;GAVETERO;PART-01;20601020029;RA31064;-;GAVETERO METALICO DE 18 CAJONES 60 X 50 X 1.50C. VERDE;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;POL;31/3/2015;-
AF-193;LA PAZ;OF-08;GAVETERO;PART-01;20601020030;RA31073;-;GAVETERO METALICO DE 18 CAJONES 60 X 50 X 1.50C. VERDE;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;POL;31/3/2015;-
AF-194;LA PAZ;OF-08;SILLA;PART-01;20601030110;1118-02-0061;-;SILLA DE MADERA CON APOYA BRAZOS Y  TAPIZ DE CUERINA C. VERDES/VC. VERDE;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;POL;31/3/2015;-
AF-195;LA PAZ;OF-08;SILLA;PART-01;20601030112;SIN CODIGO;-;SILLA DE MADERA CON TAPIZ DE TELA  C. CAFÉ;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;POL;31/3/2015;-
AF-196;LA PAZ;OF-08;ESTANTE;PART-01;20601050003;SIN CODIGO;-;"ESTANTE DE MADERA DE 
3 DIVISIONES 68X38X100 CM.C. CAFÉ";REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;POL;31/3/2015;-
AF-197;LA PAZ;OF-08;APARATO TELEFONICO;PART-02;20602020002;111105-0873;8GBWA002809;TELEFONO FAX M. PANASONIC NEGRO KX-FT988 8GBWA002809;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;POL;31/3/2015;-
AF-198;LA PAZ;OF-08;GAVETERO;PART-01;20601020013;RA31075;-;GAVETERO METALICO DE 18 CAJONES 60 X 50 X 1.50C. VERDE;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;POL;31/3/2015;-
AF-199;LA PAZ;OF-08;LAPTOP;PART-05;20605030010;01-111-4312-01-0542;LXPAJOXO41917167CB2000;LAPTOP M. ACER NEGRO MOD. MS2264;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;PCG;31/3/2015;CON REGISTRO EN EL SIAF
AF-200;LA PAZ;OF-08;ESCANERS;PART-05;20605040008;01-111-4312-05-0084;CN4BST0260;ESCANER M. HP PLOMO SCANJET 8250;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;PCG;31/3/2015;CON REGISTRO EN EL SIAF
AF-201;LA PAZ;OF-08;PARLANTE;PART-06;20606040010;SIN CODIGO;-;PARLANTES M. DELUX S/V PLOMO MOD. DLS-2005;REGULAR;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;POL;31/3/2015;-
AF-202;LA PAZ;OF-08;MESA;PART-01;20301060161;MT-003;-;MESA DE TRABAJO Nº4 CON 1 CAJONERA AZUL BEIGE;BUENO;AV. JUAN PABLO II;ARCHIVO CENTRAL;E-13;ENTIDAD;31/3/2015;-
